$wmc,$dit,$noc,$cbo,$rfc,$lcom,$ca,$ce,$npm,$lcom3,$loc,$dam,$moa,$mfa,$cam,$ic,$cbm,$amc,$max_cc,$avg_cc,$<bug
11,4,2,14,42,29,2,12,5,0.725,395,1.0,1,0.885057471,0.232323232,3,4,34.54545455,3,1.2727,0
14,1,1,8,32,49,4,4,12,0.835164835,257,1.0,0,0.0,0.307692308,0,0,16.85714286,6,1.6429,2
3,2,0,1,9,0,0,1,1,0.0,58,1.0,1,0.7142857140000001,0.666666667,1,1,17.33333333,1,0.6667,0
12,3,0,12,37,32,0,12,12,0.8585858590000001,310,1.0,1,0.770833333,0.45833333299999995,0,0,24.08333333,3,1.4167,0
6,3,0,4,21,1,0,4,6,0.7,136,1.0,0,0.880952381,0.41666666700000005,2,2,21.0,1,0.8333,0
5,1,0,3,15,0,2,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
4,4,0,6,32,6,0,6,1,2.0,325,0.0,0,0.9638554220000001,0.75,3,5,80.25,11,5.25,0
16,3,0,3,40,84,1,2,16,0.658333333,604,1.0,2,0.580645161,0.291666667,2,7,36.25,1,0.8125,0
4,5,0,5,21,0,0,5,4,0.333333333,87,1.0,0,0.98089172,1.0,1,1,20.5,3,1.25,0
17,3,0,10,55,76,5,6,11,0.59375,461,1.0,0,0.6521739129999999,0.28571428600000004,1,1,25.88235294,6,2.6471,1
9,3,0,9,29,0,0,9,9,0.583333333,168,1.0,1,0.8222222220000001,0.444444444,0,0,17.33333333,2,1.4444,0
3,3,0,3,14,1,0,3,3,0.5,84,1.0,0,0.9487179490000001,0.666666667,1,1,26.66666667,1,0.6667,1
10,3,0,5,41,21,1,5,7,0.793650794,360,1.0,0,0.804347826,0.45,0,0,34.3,2,1.1,0
17,2,0,9,64,76,7,2,9,0.879166667,713,0.6,2,0.708333333,0.33928571399999996,1,3,40.05882353,9,1.4118,2
5,1,5,12,11,8,11,1,5,0.75,59,1.0,0,0.0,0.7,0,0,10.6,5,1.6,0
10,1,0,9,49,1,0,9,8,0.920634921,382,1.0,0,0.0,0.833333333,0,0,35.1,4,1.9,0
22,4,0,16,72,165,1,16,16,0.904761905,675,1.0,1,0.787878788,0.22727272699999998,3,3,29.04545455,4,1.2273,1
5,1,0,4,13,0,0,4,5,0.5,65,1.0,0,0.0,0.8,0,0,11.6,3,1.2,0
4,1,0,2,7,6,1,1,4,2.0,20,0.0,0,0.0,0.875,0,0,4.0,1,0.75,0
4,1,0,3,4,6,2,1,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,0
9,1,4,8,15,18,5,3,5,0.708333333,98,1.0,1,0.0,0.288888889,0,0,9.555555556,2,1.0,0
8,3,0,6,46,10,0,6,7,0.771428571,394,1.0,0,0.8409090909999999,0.375,1,1,47.625,2,1.0,0
22,4,1,15,104,185,2,13,8,0.8392857140000001,1180,1.0,0,0.7959183670000001,0.18027210899999999,3,3,52.27272727,3,1.0455,3
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
7,2,1,8,15,1,7,1,4,0.583333333,92,1.0,1,0.454545455,0.46428571399999996,1,1,11.57142857,1,0.8571,0
2,1,0,1,6,0,1,0,2,1.0,39,1.0,0,0.0,0.666666667,0,0,16.5,2,1.0,0
23,1,1,22,51,181,20,2,14,0.731404959,1407,1.0,0,0.0,0.290909091,0,0,59.69565217,35,5.8696,0
12,1,0,3,21,44,1,2,5,0.805194805,147,1.0,1,0.0,0.261904762,0,0,10.66666667,4,1.25,0
3,3,0,5,17,0,1,5,3,0.0,91,1.0,0,0.9487179490000001,1.0,0,0,29.0,1,0.6667,0
4,1,0,2,5,6,1,1,4,2.0,16,0.0,0,0.0,0.875,0,0,3.0,1,0.75,0
3,1,0,8,16,3,1,7,1,2.0,125,0.0,0,0.0,0.444444444,0,0,40.66666667,1,0.6667,0
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
9,6,0,7,33,28,0,7,6,0.8125,163,1.0,0,0.950617284,0.4,4,6,16.88888889,2,1.0,0
7,3,0,7,22,0,0,7,7,0.625,147,1.0,0,0.860465116,0.342857143,1,1,19.42857143,5,1.4286,0
16,3,2,24,56,0,16,8,14,0.6,353,1.0,1,0.681818182,0.2265625,1,1,20.8125,4,1.75,1
13,3,0,7,35,52,0,7,10,0.869047619,273,1.0,2,0.7551020409999999,0.35384615399999997,1,1,19.46153846,6,1.6923,0
14,1,0,7,82,65,0,7,1,0.8165680470000001,1253,0.846153846,0,0.0,0.16964285699999998,0,0,87.57142857,4,2.1429,1
6,3,0,10,33,0,3,8,5,0.46666666700000003,198,1.0,1,0.880952381,0.333333333,2,4,31.5,2,1.0,3
9,5,0,12,36,0,0,12,4,0.525,375,1.0,3,0.9304347829999999,0.4,2,4,40.11111111,11,2.4444,0
5,3,0,4,18,0,0,4,5,0.666666667,107,1.0,0,0.9024390240000001,0.8,1,1,19.8,1,0.8,0
3,1,0,3,9,3,1,2,2,2.0,43,0.0,0,0.0,0.666666667,0,0,13.33333333,1,0.6667,0
27,3,0,11,83,291,2,9,20,0.889423077,658,1.0,2,0.587301587,0.185185185,0,0,23.07407407,11,1.9259,2
10,3,0,9,70,1,1,8,8,0.703703704,440,0.666666667,1,0.804347826,0.46666666700000003,1,1,42.4,6,1.9,0
24,3,0,27,80,182,20,8,18,0.565217391,693,0.666666667,2,0.588235294,0.15415019800000002,2,5,27.75,13,2.2917,0
6,2,0,3,11,13,2,1,6,0.8,68,1.0,0,0.924242424,0.444444444,1,5,10.16666667,3,1.5,0
14,3,0,5,35,63,0,5,13,0.9090909090000001,307,1.0,0,0.74,0.595238095,2,3,20.14285714,7,1.3571,0
5,4,0,1,9,10,1,0,3,0.75,81,0.0,0,0.924528302,0.44,2,2,15.0,5,2.0,0
2,1,0,5,29,0,0,5,0,0.0,176,1.0,2,0.0,0.6,0,0,85.5,10,5.0,0
2,2,0,9,23,1,1,8,2,2.0,204,0.0,0,0.958333333,1.0,1,1,101.0,1,0.5,0
5,1,0,10,5,10,10,0,5,2.0,5,0.0,0,0.0,0.533333333,0,0,0.0,1,1.0,0
5,1,0,7,17,0,0,7,5,0.5,75,1.0,0,0.0,0.8,0,0,13.4,3,1.2,0
12,3,11,18,37,0,12,6,11,0.454545455,164,1.0,1,0.770833333,0.41666666700000005,0,0,12.5,6,1.5833,0
2,2,0,8,17,1,1,7,2,2.0,97,1.0,0,0.958333333,1.0,0,0,47.0,1,0.5,0
17,1,0,19,73,112,13,7,5,0.84375,502,1.0,1,0.0,0.170454545,0,0,28.17647059,2,1.0,3
1,2,0,9,3,0,6,3,1,2.0,14,0.0,0,1.0,1.0,0,0,13.0,0,0.0,0
18,4,0,8,49,19,0,8,16,0.773109244,579,1.0,0,0.821052632,0.296296296,2,3,30.77777778,14,2.1111,0
23,3,0,10,96,175,1,10,19,0.8863636359999999,1034,1.0,2,0.627118644,0.191304348,3,3,43.08695652,7,1.3043,0
42,4,1,19,74,741,7,13,40,0.948350072,550,1.0,4,0.655462185,0.210884354,3,3,11.69047619,2,1.2143,0
5,1,0,4,20,0,0,4,4,0.333333333,144,1.0,1,0.0,0.9,0,0,27.2,5,2.2,0
3,3,0,2,6,1,0,2,3,0.5,29,1.0,0,0.9487179490000001,0.666666667,0,0,8.333333332999999,1,0.6667,0
7,1,0,6,7,21,5,1,7,2.0,7,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,0,15,3,3,15,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
11,3,0,11,37,11,3,8,10,0.683333333,285,1.0,3,0.75,0.287878788,1,1,24.36363636,3,1.9091,0
5,1,0,51,10,8,51,0,3,0.3125,69,0.75,1,0.0,0.583333333,0,0,12.0,3,0.6,0
4,3,0,4,32,2,0,4,4,0.666666667,215,1.0,0,0.925,0.75,1,1,52.25,1,0.75,0
9,1,0,8,25,10,5,3,7,0.6875,114,1.0,0,0.0,0.25,0,0,11.22222222,1,0.8889,2
11,2,0,7,15,13,5,3,11,0.75,97,1.0,3,0.2,0.22077922100000003,0,0,7.272727272999999,1,0.7273,0
4,2,0,1,11,0,0,1,1,0.222222222,68,1.0,1,0.625,0.5,1,1,15.25,2,1.0,0
5,1,0,16,12,4,14,2,5,0.25,55,1.0,0,0.0,0.533333333,0,0,9.8,1,0.6,0
8,4,0,12,65,2,0,12,6,0.916666667,583,0.166666667,0,0.9176470590000001,0.333333333,3,3,70.375,3,1.25,0
13,4,0,7,55,30,1,7,10,0.802083333,590,1.0,1,0.8666666670000001,0.5,2,2,43.76923077,1,0.9231,0
